image_path,label,group,source,label_file
dataset_grupo_8_reescalado/esp/esp_0591.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/etiquetas.txt
dataset_grupo_8_reescalado/esp/esp_0214.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/etiquetas.txt
dataset_grupo_4_reescalado/esp/capture_20260422_202307_329845.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/etiquetas.txt
dataset_grupo_6_reescalado/esp/esp_32_7.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/etiquetas.txt
dataset_grupo_8_reescalado/esp/esp_0062.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/etiquetas.txt
dataset_grupo_8_reescalado/esp/esp_0581.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/etiquetas.txt
dataset_grupo_8_reescalado/esp/esp_0485.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/etiquetas.txt
dataset_grupo_8_reescalado/esp/esp_0531.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/etiquetas.txt
dataset_grupo_6_reescalado/esp/esp_32_117.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/etiquetas.txt
dataset_grupo_4_reescalado/esp/capture_20260422_203007_804663.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/etiquetas.txt
dataset_grupo_4_reescalado/esp/capture_20260422_202835_416610.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/etiquetas.txt
dataset_grupo_6_reescalado/esp/esp_32_135.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/etiquetas.txt
dataset_grupo_8_reescalado/esp/esp_0482.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/etiquetas.txt
dataset_grupo_8_reescalado/esp/esp_0508.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/etiquetas.txt
dataset_grupo_4_reescalado/esp/capture_20260422_202921_239819.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/etiquetas.txt
dataset_grupo_4_reescalado/esp/capture_20260422_202321_134145.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/etiquetas.txt
dataset_grupo_8_reescalado/esp/esp_0543.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/etiquetas.txt
dataset_grupo_6_reescalado/esp/esp_32_207.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/etiquetas.txt
dataset_grupo_8_reescalado/esp/esp_0157.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/etiquetas.txt
dataset_grupo_3_reescalado/esp/esp_094.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado/esp/etiquetas.txt
dataset_grupo_8_reescalado/esp/esp_0583.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/etiquetas.txt
